ticker,date,open,high,low,close,volume
GOOGL,2023-09-01,136.43,136.43,133.84,134.64,21543700
GOOGL,2023-09-05,134.42,135.40,133.57,134.75,19403100
GOOGL,2023-09-06,135.00,135.51,132.67,133.45,18684500
GOOGL,2023-09-07,132.59,134.56,131.95,134.25,18844300
GOOGL,2023-09-08,133.90,135.64,133.84,135.36,23558300
GOOGL,2023-09-11,135.52,136.45,134.77,135.89,20763400
GOOGL,2023-09-12,135.24,135.84,134.18,134.33,18405500
GOOGL,2023-09-13,134.08,135.87,133.14,135.68,20749500
GOOGL,2023-09-14,136.57,137.66,135.22,137.06,24751000
GOOGL,2023-09-15,136.95,137.48,135.46,136.37,38919600
GOOGL,2023-09-18,135.59,138.12,135.59,137.17,21861300
GOOGL,2023-09-19,136.39,137.37,135.60,137.00,20353700
GOOGL,2023-09-20,137.04,137.04,132.62,132.74,29927500
GOOGL,2023-09-21,130.45,131.24,129.09,129.46,31503900
GOOGL,2023-09-22,129.78,131.04,128.63,129.27,26397300
GOOGL,2023-09-25,128.86,130.19,127.99,130.13,20094600
GOOGL,2023-09-26,128.80,129.38,126.27,127.61,25718700
GOOGL,2023-09-27,127.61,129.92,127.61,129.56,22746500
GOOGL,2023-09-28,128.87,132.30,128.82,131.32,22513100
GOOGL,2023-09-29,132.28,133.04,129.38,129.88,30859800
GOOGL,2023-10-02,130.23,133.41,130.19,133.16,22288000
GOOGL,2023-10-03,132.94,133.25,130.85,131.44,22989400
GOOGL,2023-10-04,131.79,134.55,131.54,134.23,26752300
GOOGL,2023-10-05,134.06,134.47,132.45,134.06,19832600
GOOGL,2023-10-06,133.01,137.12,133.01,136.55,27597600
GOOGL,2023-10-09,135.91,137.90,134.59,137.38,19278100
GOOGL,2023-10-10,137.46,138.67,136.30,137.02,27786600
GOOGL,2023-10-11,137.54,140.05,137.54,139.50,25884300
GOOGL,2023-10-12,139.99,140.16,137.22,137.93,24765500
GOOGL,2023-10-13,138.33,138.95,135.60,136.33,23420500
GOOGL,2023-10-16,137.13,138.58,136.96,138.06,28501900
GOOGL,2023-10-17,137.59,138.85,136.15,138.67,23515800
GOOGL,2023-10-18,138.40,139.66,136.35,136.93,23375000
GOOGL,2023-10-19,137.46,138.61,136.35,136.72,26066000
GOOGL,2023-10-20,136.30,136.84,134.07,134.58,26335700
GOOGL,2023-10-23,134.03,136.63,132.95,135.48,26317900
GOOGL,2023-10-24,136.80,138.31,136.39,137.77,44814300
GOOGL,2023-10-25,127.20,127.35,124.13,124.67,84366200
GOOGL,2023-10-26,122.35,123.40,120.36,121.36,57061100
GOOGL,2023-10-27,121.96,122.39,119.31,121.25,44566500
GOOGL,2023-10-30,122.29,124.46,121.83,123.53,28940100
GOOGL,2023-10-31,124.12,124.43,121.77,123.15,26292300
GOOGL,2023-11-01,123.14,125.54,122.79,125.50,30082400
GOOGL,2023-11-02,127.46,128.01,125.98,126.53,27124600
GOOGL,2023-11-03,127.06,128.56,126.90,128.13,26393100
GOOGL,2023-11-06,128.08,129.36,127.71,129.27,19052700
GOOGL,2023-11-07,129.73,130.92,128.91,129.99,29757300
GOOGL,2023-11-08,129.99,131.22,129.80,130.85,26425800
GOOGL,2023-11-09,130.97,131.56,129.09,129.26,23747800
GOOGL,2023-11-10,129.12,131.80,128.44,131.60,26913300
GOOGL,2023-11-13,130.79,131.60,130.27,131.10,18324800
GOOGL,2023-11-14,133.18,134.68,132.32,132.62,32395200
GOOGL,2023-11-15,133.86,134.02,132.57,133.61,23861500
GOOGL,2023-11-16,134.18,136.19,133.31,135.90,28013200
GOOGL,2023-11-17,134.98,135.04,132.65,134.30,37240600
GOOGL,2023-11-20,132.69,135.64,132.62,135.23,27815500
GOOGL,2023-11-21,135.27,136.15,134.94,135.94,22635300
GOOGL,2023-11-22,136.44,138.37,136.44,137.45,17813900
GOOGL,2023-11-24,136.99,137.09,134.97,135.66,12514300
GOOGL,2023-11-27,135.01,137.38,134.98,135.39,23436500
GOOGL,2023-11-28,135.06,136.22,134.40,136.17,18730000
GOOGL,2023-11-29,136.54,137.25,133.83,133.98,23967200
GOOGL,2023-11-30,134.04,134.53,130.30,131.54,38988300
GOOGL,2023-12-01,130.87,131.12,129.69,130.87,31442300
GOOGL,2023-12-04,128.91,129.05,126.94,128.30,36669900
GOOGL,2023-12-05,127.98,131.15,127.29,130.01,27384800
GOOGL,2023-12-06,130.45,130.85,128.91,129.04,23576200
GOOGL,2023-12-07,134.03,137.52,133.69,135.90,56767100
GOOGL,2023-12-08,133.19,135.38,133.02,133.98,32260100
GOOGL,2023-12-11,131.39,132.34,130.37,132.29,31138000
GOOGL,2023-12-12,130.82,132.00,130.28,131.53,29032800
GOOGL,2023-12-13,132.38,132.50,130.58,131.58,30104800
GOOGL,2023-12-14,132.38,132.72,128.72,130.95,38722400
GOOGL,2023-12-15,130.63,132.51,130.20,131.61,50847100
GOOGL,2023-12-18,131.64,136.12,131.44,134.78,32258000
GOOGL,2023-12-19,135.81,136.44,135.06,135.63,25476800
GOOGL,2023-12-20,137.93,140.64,137.03,137.30,49107200
GOOGL,2023-12-21,138.44,139.63,138.14,139.37,27488300
GOOGL,2023-12-22,139.71,140.93,139.65,140.43,26532200
GOOGL,2023-12-26,140.53,141.61,140.13,140.46,16780300
GOOGL,2023-12-27,140.53,141.01,138.84,139.32,19628600
GOOGL,2023-12-28,139.72,140.08,138.70,139.18,16045700
GOOGL,2023-12-29,138.58,139.31,137.74,138.64,18733000
GOOGL,2024-01-02,137.51,138.40,135.46,137.13,23711200
GOOGL,2024-01-03,136.22,138.58,136.05,137.88,24212100
GOOGL,2024-01-04,137.38,138.12,135.33,135.37,27137700
GOOGL,2024-01-05,135.72,136.13,134.14,134.71,22513900
GOOGL,2024-01-08,135.27,137.97,135.24,137.80,21404000
GOOGL,2024-01-09,137.46,140.43,137.11,139.89,24759600
GOOGL,2024-01-10,139.94,141.93,139.85,141.21,21320200
GOOGL,2024-01-11,142.41,144.13,139.59,141.01,24008700
GOOGL,2024-01-12,141.60,142.13,140.76,141.58,18785500
GOOGL,2024-01-16,140.94,143.27,140.39,141.42,22670500
GOOGL,2024-01-17,140.29,140.78,137.86,140.41,20968600
GOOGL,2024-01-18,140.98,143.13,140.93,142.40,25746400
GOOGL,2024-01-19,143.65,145.35,143.30,145.28,34271900
GOOGL,2024-01-22,146.00,147.28,144.75,144.90,32200400
GOOGL,2024-01-23,144.80,146.08,144.41,145.94,21636100
GOOGL,2024-01-24,147.43,148.73,146.99,147.58,25233500
GOOGL,2024-01-25,148.94,151.90,148.42,150.73,29149100
GOOGL,2024-01-26,149.97,151.40,149.88,151.05,26115500
GOOGL,2024-01-29,150.92,152.63,150.29,152.36,27784300
GOOGL,2024-01-30,151.65,152.47,150.06,150.32,36331800
GOOGL,2024-01-31,142.54,142.92,138.82,139.05,71910000
GOOGL,2024-02-01,141.05,141.99,139.73,140.10,40466500
GOOGL,2024-02-02,138.22,141.55,135.48,141.31,62499600
GOOGL,2024-02-05,141.75,144.38,141.71,142.60,38505400
GOOGL,2024-02-06,143.57,144.27,142.12,143.02,29128200
GOOGL,2024-02-07,143.67,144.53,142.85,144.45,25208900
GOOGL,2024-02-08,144.74,145.23,144.01,144.82,22563800
GOOGL,2024-02-09,145.58,148.32,145.08,147.88,26829500
GOOGL,2024-02-12,147.31,148.22,146.26,146.42,21564100
GOOGL,2024-02-13,143.83,145.57,142.61,144.05,27837700
GOOGL,2024-02-14,144.98,145.42,143.01,144.85,22704200
GOOGL,2024-02-15,142.07,142.44,139.41,141.70,37590700
GOOGL,2024-02-16,141.92,142.12,139.09,139.47,31468900
GOOGL,2024-02-20,138.61,141.01,138.44,140.06,25144700
GOOGL,2024-02-21,140.39,141.62,139.63,141.48,23223300
GOOGL,2024-02-22,143.84,143.91,141.73,143.01,27191900
GOOGL,2024-02-23,142.59,143.60,142.35,142.88,19493800
GOOGL,2024-02-26,141.07,141.37,136.36,136.54,53641800
GOOGL,2024-02-27,136.98,138.21,136.06,137.84,33099200
GOOGL,2024-02-28,136.87,136.98,134.39,135.36,37328600
GOOGL,2024-02-29,136.25,137.82,135.38,137.42,42133000
GOOGL,2024-03-01,137.39,137.83,135.89,136.11,31151100
GOOGL,2024-03-04,134.64,134.64,130.92,132.35,55999400
GOOGL,2024-03-05,130.89,132.24,129.69,131.68,40194800
GOOGL,2024-03-06,132.12,132.58,129.87,130.41,35318600
GOOGL,2024-03-07,131.79,133.93,130.62,133.37,37738200
GOOGL,2024-03-08,133.20,137.05,133.00,134.39,39370400
GOOGL,2024-03-11,135.11,138.06,135.11,136.64,32437800
GOOGL,2024-03-12,136.00,138.33,136.00,137.46,27563400
GOOGL,2024-03-13,137.96,140.03,137.95,138.74,23347200
GOOGL,2024-03-14,140.13,142.51,139.41,142.03,42753400
GOOGL,2024-03-15,141.43,142.11,138.98,140.12,49475400
GOOGL,2024-03-18,147.50,151.01,146.07,146.57,69273700
GOOGL,2024-03-19,147.05,147.67,144.98,145.93,24070400
GOOGL,2024-03-20,146.89,147.74,145.64,147.62,21311500
GOOGL,2024-03-21,148.35,149.24,145.80,146.49,24755600
GOOGL,2024-03-22,148.00,150.44,147.86,149.64,29211800
GOOGL,2024-03-25,148.82,149.25,146.71,148.94,19229300
GOOGL,2024-03-26,149.09,151.12,148.86,149.54,22149100
GOOGL,2024-03-27,150.05,150.50,147.78,149.74,22879200
GOOGL,2024-03-28,149.72,150.29,149.04,149.80,24485400
GOOGL,2024-04-01,149.56,154.57,149.48,154.32,31730800
GOOGL,2024-04-02,152.35,153.54,151.01,153.40,24586000
GOOGL,2024-04-03,152.45,153.92,151.58,153.76,24705000
GOOGL,2024-04-04,152.35,153.61,149.32,149.40,34724700
GOOGL,2024-04-05,148.90,152.27,148.48,151.36,23459200
GOOGL,2024-04-08,151.63,154.11,151.47,153.69,20702000
GOOGL,2024-04-09,154.92,157.37,154.03,155.43,31079500
GOOGL,2024-04-10,155.04,155.44,153.52,154.97,22838600
GOOGL,2024-04-11,155.73,158.48,155.29,158.21,27166400
GOOGL,2024-04-12,156.78,159.02,155.96,156.55,25353700
GOOGL,2024-04-15,157.67,158.05,153.43,153.70,27136500
GOOGL,2024-04-16,153.03,154.48,152.28,153.24,20779500
GOOGL,2024-04-17,154.45,155.90,153.42,154.30,21763100
GOOGL,2024-04-18,154.18,155.76,153.46,154.84,19883000
GOOGL,2024-04-19,155.03,155.19,151.16,152.93,32615600
GOOGL,2024-04-22,153.15,156.46,152.90,155.11,26446200
GOOGL,2024-04-23,155.78,157.78,155.11,157.07,21151600
GOOGL,2024-04-24,156.31,158.37,155.99,157.94,22779100
GOOGL,2024-04-25,150.20,155.32,149.74,154.83,57109700
GOOGL,2024-04-26,173.06,173.40,168.38,170.66,64665300
GOOGL,2024-04-29,167.79,168.28,163.97,164.90,45610000
GOOGL,2024-04-30,164.37,166.84,161.38,161.56,33562900
GOOGL,2024-05-01,163.07,165.87,161.87,162.63,33493200
GOOGL,2024-05-02,163.55,165.48,162.66,165.37,24294500
GOOGL,2024-05-03,166.30,166.70,161.83,165.99,34662400
GOOGL,2024-05-06,166.20,166.88,164.78,166.84,21871300
GOOGL,2024-05-07,167.24,170.47,167.13,169.97,28039700
GOOGL,2024-05-08,167.73,168.87,167.47,168.11,19569100
GOOGL,2024-05-09,168.12,169.41,166.92,168.69,15346700
GOOGL,2024-05-10,166.77,168.58,164.94,167.39,29799900
GOOGL,2024-05-13,163.03,168.01,162.77,167.87,31327600
GOOGL,2024-05-14,168.50,169.97,167.53,169.06,25127100
GOOGL,2024-05-15,169.35,171.36,169.23,171.22,26948400
GOOGL,2024-05-16,171.99,173.81,171.39,172.87,27867900
GOOGL,2024-05-17,172.87,174.95,172.39,174.74,24479300
GOOGL,2024-05-20,174.87,177.43,174.76,175.59,22554400
GOOGL,2024-05-21,175.57,176.81,174.49,176.52,16989400
GOOGL,2024-05-22,175.32,175.82,173.90,175.06,17880000
GOOGL,2024-05-23,175.74,176.91,171.65,172.25,21024900
GOOGL,2024-05-24,173.67,174.45,172.35,173.68,16579400
GOOGL,2024-05-28,173.14,175.94,173.06,175.08,20572200
GOOGL,2024-05-29,174.11,175.51,173.41,174.58,23388700
GOOGL,2024-05-30,173.89,173.91,170.50,170.82,22931500
GOOGL,2024-05-31,170.57,171.76,168.17,171.21,37638900
GOOGL,2024-06-03,171.25,173.22,169.88,171.87,27459100
GOOGL,2024-06-04,171.98,172.55,170.60,172.49,26879600
GOOGL,2024-06-05,173.89,175.33,172.63,174.09,22068500
GOOGL,2024-06-06,174.58,175.82,174.43,175.40,23251000
GOOGL,2024-06-07,175.72,176.54,172.99,173.15,19661400
GOOGL,2024-06-10,173.86,175.93,171.66,173.90,23726700
GOOGL,2024-06-11,175.10,175.72,172.66,175.50,21540600
GOOGL,2024-06-12,177.12,179.26,174.99,176.66,27864700
GOOGL,2024-06-13,174.99,175.62,173.77,174.05,20913300
GOOGL,2024-06-14,173.11,175.93,173.04,175.67,18063600
GOOGL,2024-06-17,174.34,177.23,173.70,176.11,19618500
GOOGL,2024-06-18,176.01,176.26,172.99,173.98,21869900
GOOGL,2024-06-20,174.25,176.16,173.88,175.18,20160100
GOOGL,2024-06-21,175.87,179.70,175.49,178.49,57759000
GOOGL,2024-06-24,179.01,179.74,177.53,178.08,18298000
GOOGL,2024-06-25,178.48,183.12,178.28,182.86,23130200
GOOGL,2024-06-26,181.47,183.34,181.32,182.71,19839000
GOOGL,2024-06-27,183.01,184.87,182.85,184.23,18848900
GOOGL,2024-06-28,183.15,183.95,180.80,180.99,29156600
GOOGL,2024-07-01,181.87,182.71,180.15,181.83,16006100
GOOGL,2024-07-02,180.89,184.39,180.41,184.06,17372500
GOOGL,2024-07-03,183.67,184.91,182.83,184.64,10242100
GOOGL,2024-07-05,184.68,189.65,184.62,189.39,20967500
GOOGL,2024-07-08,188.69,188.96,186.59,187.83,21035900
GOOGL,2024-07-09,189.10,190.14,187.52,187.78,15121400
GOOGL,2024-07-10,187.95,190.53,187.83,189.96,15952500
GOOGL,2024-07-11,188.64,189.65,183.90,184.39,25625800
GOOGL,2024-07-12,183.90,185.92,183.32,183.89,22898400
GOOGL,2024-07-15,183.74,187.04,183.74,185.34,16474000
GOOGL,2024-07-16,186.17,187.48,182.20,182.75,18290700
GOOGL,2024-07-17,181.81,182.38,178.76,179.87,20734100
GOOGL,2024-07-18,180.77,181.34,175.35,176.56,25315700
GOOGL,2024-07-19,177.74,179.14,176.00,176.53,18881900
GOOGL,2024-07-22,179.44,181.54,179.08,180.51,24100300
GOOGL,2024-07-23,180.89,182.44,180.39,180.63,36352700
GOOGL,2024-07-24,172.50,175.07,170.73,171.53,49585200
GOOGL,2024-07-25,171.42,172.32,166.13,166.22,44852000
GOOGL,2024-07-26,166.09,167.02,163.02,165.94,41336900
GOOGL,2024-07-29,167.76,169.35,166.92,168.45,20293800
GOOGL,2024-07-30,169.16,170.14,167.37,169.21,18959700
GOOGL,2024-07-31,172.14,173.14,168.93,170.45,25729100
GOOGL,2024-08-01,169.17,172.94,167.81,169.67,24531400
GOOGL,2024-08-02,165.38,167.44,163.62,165.60,29130100
GOOGL,2024-08-05,154.51,163.38,153.94,158.24,53630700
GOOGL,2024-08-06,158.32,159.55,155.42,157.28,49004600
GOOGL,2024-08-07,160.22,161.94,157.46,157.93,25138600
GOOGL,2024-08-08,159.49,162.65,159.19,161.00,25578800
GOOGL,2024-08-09,158.99,162.75,158.05,162.63,28602300
GOOGL,2024-08-12,163.30,163.85,160.81,161.26,15895300
GOOGL,2024-08-13,162.37,163.68,161.93,163.12,18551700
GOOGL,2024-08-14,161.37,162.18,156.71,159.35,40591100
GOOGL,2024-08-15,159.48,160.61,158.59,160.27,31524300
GOOGL,2024-08-16,160.44,164.01,160.11,161.92,24208600
GOOGL,2024-08-19,164.23,165.63,163.22,165.61,22416200
GOOGL,2024-08-20,165.84,167.57,165.76,166.12,18341500
GOOGL,2024-08-21,164.10,165.79,163.62,164.80,22902000
GOOGL,2024-08-22,166.20,166.52,162.27,162.76,22493300
GOOGL,2024-08-23,163.67,165.12,162.79,164.57,13955700
GOOGL,2024-08-26,165.32,166.48,163.41,165.10,14190400
GOOGL,2024-08-27,164.79,165.38,163.41,163.63,11821900
GOOGL,2024-08-28,163.99,164.55,160.50,161.81,16407400
GOOGL,2024-08-29,163.26,164.91,159.23,160.75,19699800
GOOGL,2024-08-30,161.59,162.62,160.66,162.34,22123800
GOOGL,2024-09-03,160.69,160.82,155.48,156.36,38945300
GOOGL,2024-09-04,155.66,157.99,154.97,155.45,19353800
GOOGL,2024-09-05,155.31,158.44,154.99,156.24,18688700
GOOGL,2024-09-06,156.30,156.83,149.59,149.96,37912100
GOOGL,2024-09-09,151.74,152.63,146.48,147.96,39260500
GOOGL,2024-09-10,149.69,150.51,147.59,147.91,31118800
GOOGL,2024-09-11,149.16,150.74,146.78,150.40,29607700
GOOGL,2024-09-12,153.02,154.04,151.88,153.91,29621500
GOOGL,2024-09-13,154.65,157.58,154.43,156.67,29591200
GOOGL,2024-09-16,156.52,157.45,155.81,157.26,18379800
GOOGL,2024-09-17,158.22,159.74,157.58,158.52,20715600
GOOGL,2024-09-18,159.05,159.69,157.80,159.00,23677300
GOOGL,2024-09-19,162.88,162.96,160.53,161.32,26587700
GOOGL,2024-09-20,162.68,162.90,161.24,162.77,40896400
GOOGL,2024-09-23,163.52,164.66,160.85,161.03,24150900
GOOGL,2024-09-24,162.21,162.40,159.88,161.47,23332100
GOOGL,2024-09-25,160.66,161.99,160.49,160.68,18869200
GOOGL,2024-09-26,162.82,163.25,161.46,161.91,20319300
GOOGL,2024-09-27,161.99,164.86,161.81,163.12,21101300
GOOGL,2024-09-30,162.50,165.31,162.44,165.01,20413900
GOOGL,2024-10-01,166.84,168.31,163.75,166.15,28338100
GOOGL,2024-10-02,165.58,166.68,163.90,165.02,17760200
GOOGL,2024-10-03,163.58,165.80,163.09,165.02,15073100
GOOGL,2024-10-04,167.21,167.38,164.65,166.22,19047400
GOOGL,2024-10-07,166.87,167.63,161.93,162.16,22463100
GOOGL,2024-10-08,163.11,163.90,162.05,163.55,23072700
GOOGL,2024-10-09,162.63,164.01,158.93,161.04,31181800
GOOGL,2024-10-10,160.06,162.25,159.59,161.26,14144100
GOOGL,2024-10-11,161.31,163.07,160.43,162.42,15344300
GOOGL,2024-10-14,162.82,165.39,162.58,164.13,19016100
GOOGL,2024-10-15,164.95,166.83,163.80,164.63,20247200
GOOGL,2024-10-16,163.70,164.96,162.91,164.33,16406000
GOOGL,2024-10-17,164.89,165.53,161.94,162.11,21453400
GOOGL,2024-10-18,162.37,163.88,162.26,162.60,19757700
GOOGL,2024-10-21,162.13,163.67,161.80,163.24,20946500
GOOGL,2024-10-22,162.16,164.93,162.16,164.31,16568100
GOOGL,2024-10-23,163.93,164.98,161.11,161.96,18280500
GOOGL,2024-10-24,162.01,162.51,160.20,161.90,22412500
GOOGL,2024-10-25,162.84,164.76,162.60,164.44,19828900
GOOGL,2024-10-28,167.90,167.90,163.12,165.88,32138600
GOOGL,2024-10-29,166.88,169.52,166.25,168.82,42169000
GOOGL,2024-10-30,179.77,181.10,173.18,173.58,68890800
GOOGL,2024-10-31,172.26,175.93,170.14,170.25,44769000
GOOGL,2024-11-01,169.21,171.45,168.03,170.43,31796500
GOOGL,2024-11-04,169.07,169.87,167.16,168.39,21492700
GOOGL,2024-11-05,168.58,169.67,167.99,168.88,18242100
GOOGL,2024-11-06,172.92,176.05,172.63,175.62,33695500
GOOGL,2024-11-07,176.52,180.17,176.30,179.84,25352900
GOOGL,2024-11-08,179.74,179.99,177.18,177.45,22006200
GOOGL,2024-11-11,177.68,179.64,177.57,179.44,17450400
GOOGL,2024-11-12,178.91,181.57,178.49,180.70,25134900
GOOGL,2024-11-13,179.55,180.05,177.64,177.98,23184000
GOOGL,2024-11-14,177.38,177.92,173.44,174.69,31007500
GOOGL,2024-11-15,172.85,173.26,170.36,171.62,32504600
GOOGL,2024-11-18,172.55,174.56,172.03,174.42,20135300
GOOGL,2024-11-19,172.84,177.97,172.68,177.22,23434900
GOOGL,2024-11-20,176.45,176.78,172.90,175.09,18997100
GOOGL,2024-11-21,173.02,173.25,162.87,166.78,59734400
GOOGL,2024-11-22,165.01,165.62,163.07,163.93,38604600
GOOGL,2024-11-25,165.25,167.78,164.78,166.80,33135300
GOOGL,2024-11-26,166.78,168.96,166.74,168.27,20486700
GOOGL,2024-11-27,168.15,168.63,167.17,168.38,19266500
GOOGL,2024-11-29,167.65,168.58,166.32,168.10,14257200
GOOGL,2024-12-02,167.92,171.21,167.72,170.63,23789100
GOOGL,2024-12-03,170.63,171.81,169.99,170.48,22248700
GOOGL,2024-12-04,170.29,174.03,170.20,173.49,31615100
GOOGL,2024-12-05,174.48,175.17,171.46,171.77,21356200
GOOGL,2024-12-06,171.16,174.20,170.99,173.83,21462400
GOOGL,2024-12-09,173.28,175.57,172.97,174.69,25389600
GOOGL,2024-12-10,182.14,185.63,180.34,184.45,54813000
GOOGL,2024-12-11,184.59,194.85,184.13,194.64,67894100
GOOGL,2024-12-12,194.24,194.42,190.96,191.21,34817500
GOOGL,2024-12-13,190.26,191.98,188.90,189.08,25143500
GOOGL,2024-12-16,192.12,198.22,191.87,195.89,44934900
GOOGL,2024-12-17,196.48,200.63,194.22,194.66,43504000
GOOGL,2024-12-18,194.46,196.23,187.01,187.67,34166100
GOOGL,2024-12-19,190.88,192.28,187.65,187.77,32265200
GOOGL,2024-12-20,185.06,192.14,184.50,190.66,63462900
GOOGL,2024-12-23,191.87,194.34,189.41,193.87,25675000
GOOGL,2024-12-24,194.08,195.34,193.02,195.34,10403300
GOOGL,2024-12-26,194.39,195.98,193.62,194.84,12046600
GOOGL,2024-12-27,194.19,194.56,189.91,192.01,18891400
GOOGL,2024-12-30,189.06,191.80,188.38,190.49,14264700
GOOGL,2024-12-31,190.33,191.21,187.77,188.56,17466900
GOOGL,2025-01-02,189.91,191.25,186.77,188.69,20370800
GOOGL,2025-01-03,190.62,192.46,189.24,191.04,18596200
GOOGL,2025-01-06,193.22,197.45,193.09,196.10,29563600
GOOGL,2025-01-07,196.34,200.22,193.84,194.73,26487200
GOOGL,2025-01-08,191.82,195.52,191.63,193.19,24864800
GOOGL,2025-01-10,193.54,195.75,189.57,191.29,26665200
GOOGL,2025-01-13,189.33,190.43,186.63,190.26,21823700
GOOGL,2025-01-14,190.49,191.23,187.58,188.92,17174900
GOOGL,2025-01-15,192.34,195.59,191.11,194.79,21776000
GOOGL,2025-01-16,193.38,194.72,192.06,192.16,17815400
GOOGL,2025-01-17,195.76,196.46,192.99,195.24,27735100
GOOGL,2025-01-21,198.29,201.50,197.10,197.28,29971300
GOOGL,2025-01-22,198.28,199.70,196.76,197.60,26200600
GOOGL,2025-01-23,197.37,199.52,194.44,197.21,26951400
GOOGL,2025-01-24,197.33,200.12,197.23,199.43,23877500
GOOGL,2025-01-27,191.66,196.11,189.99,191.06,41728900
GOOGL,2025-01-28,192.00,194.72,189.94,194.54,24157900
GOOGL,2025-01-29,194.80,196.02,192.68,194.65,18218300
GOOGL,2025-01-30,197.23,200.61,196.90,200.09,24354700
GOOGL,2025-01-31,201.21,204.68,201.01,203.22,32001100
GOOGL,2025-02-03,199.91,202.96,199.32,200.44,27838300
GOOGL,2025-02-04,202.60,206.24,202.02,205.57,43856400
GOOGL,2025-02-05,190.32,192.00,187.30,190.58,70373900
GOOGL,2025-02-06,188.76,191.35,187.98,190.85,29297400
GOOGL,2025-02-07,190.30,190.43,182.53,184.62,49315000
GOOGL,2025-02-10,186.62,187.47,185.13,185.74,23105600
GOOGL,2025-02-11,184.31,186.21,183.56,184.60,21239500
GOOGL,2025-02-12,182.51,184.39,181.12,182.89,22072600
GOOGL,2025-02-13,183.60,185.55,182.43,185.41,21402500
GOOGL,2025-02-14,184.34,185.67,183.60,184.51,20448400
GOOGL,2025-02-18,184.88,185.23,181.03,183.05,29916700
GOOGL,2025-02-19,183.35,184.74,182.87,184.55,19549400
GOOGL,2025-02-20,184.08,184.59,182.01,183.84,20441500
GOOGL,2025-02-21,184.43,184.62,178.38,178.96,35199200
GOOGL,2025-02-24,181.28,182.41,178.19,178.55,29854200
GOOGL,2025-02-25,177.35,178.04,174.01,174.74,41913400
GOOGL,2025-02-26,174.39,175.39,170.91,172.06,35431300
GOOGL,2025-02-27,173.31,173.88,167.28,167.84,39991000
GOOGL,2025-02-28,168.02,169.94,166.12,169.62,48130600
GOOGL,2025-03-03,171.26,172.69,165.28,166.36,40770500
GOOGL,2025-03-04,165.59,172.61,165.15,170.25,45388000
GOOGL,2025-03-05,169.85,173.10,168.40,172.35,30954900
GOOGL,2025-03-06,169.86,174.13,169.83,171.68,28302000
GOOGL,2025-03-07,170.59,174.29,169.61,173.18,27385800
GOOGL,2025-03-10,167.80,168.00,163.24,165.41,43604000
GOOGL,2025-03-11,164.46,166.29,160.93,163.59,39587400
GOOGL,2025-03-12,166.12,167.18,163.08,166.65,28372400
GOOGL,2025-03-13,165.58,165.67,161.66,162.31,31756200
GOOGL,2025-03-14,162.82,166.03,162.00,165.03,31995900
GOOGL,2025-03-17,164.58,165.84,163.22,163.84,31184300
GOOGL,2025-03-18,163.23,163.80,156.29,160.23,42074800
GOOGL,2025-03-19,161.31,165.41,160.56,163.44,34275600
GOOGL,2025-03-20,161.13,164.44,160.52,162.35,28138500
GOOGL,2025-03-21,160.77,163.79,160.45,163.54,36625800
GOOGL,2025-03-24,166.61,167.86,164.69,167.22,30879100
GOOGL,2025-03-25,168.51,170.16,167.86,170.09,24174400
GOOGL,2025-03-26,168.53,169.14,164.39,164.61,28901600
GOOGL,2025-03-27,164.18,164.96,161.55,161.79,24508300
GOOGL,2025-03-28,160.05,161.37,153.21,153.90,48669300
GOOGL,2025-03-31,152.69,155.11,150.25,154.21,54603500
GOOGL,2025-04-01,153.20,157.66,153.20,156.64,30672900
GOOGL,2025-04-02,154.72,157.97,154.27,156.61,25041700
GOOGL,2025-04-03,150.69,152.36,149.98,150.30,46883400
GOOGL,2025-04-04,147.60,150.65,144.98,145.20,62259500
GOOGL,2025-04-07,141.16,152.43,140.14,146.35,76794100
GOOGL,2025-04-08,150.80,151.82,142.64,144.30,52200200
GOOGL,2025-04-09,144.02,159.11,143.51,158.27,70406200
GOOGL,2025-04-10,156.11,157.29,149.52,152.40,48022000
GOOGL,2025-04-11,152.48,157.24,152.40,156.71,33636200
GOOGL,2025-04-14,159.56,161.27,157.13,158.63,30333000
GOOGL,2025-04-15,158.69,159.21,154.78,155.88,27551500
GOOGL,2025-04-16,152.68,155.46,151.09,152.91,28187400
GOOGL,2025-04-17,153.87,154.25,148.09,150.74,33046600
GOOGL,2025-04-21,148.47,148.54,145.70,147.26,26049100
GOOGL,2025-04-22,148.48,151.77,148.13,151.05,26971800
GOOGL,2025-04-23,155.18,157.10,153.39,154.92,31128800
GOOGL,2025-04-24,155.72,159.15,155.36,158.84,45894000
GOOGL,2025-04-25,164.62,165.64,160.60,161.51,56034000
GOOGL,2025-04-28,161.98,162.70,158.16,160.17,29745800
GOOGL,2025-04-29,159.88,160.30,157.09,159.72,26809000
GOOGL,2025-04-30,157.54,158.83,154.97,158.36,34981100
GOOGL,2025-05-01,160.01,161.50,158.47,160.86,30203200
GOOGL,2025-05-02,162.96,164.52,161.42,163.58,25715000
GOOGL,2025-05-05,162.55,164.93,162.27,163.76,21341800
GOOGL,2025-05-06,161.72,164.35,160.75,162.78,21277200
GOOGL,2025-05-07,163.63,164.55,147.43,150.96,127490100
GOOGL,2025-05-08,154.57,155.50,152.48,153.86,57498700
GOOGL,2025-05-09,153.75,154.62,151.78,152.33,32435300
