date,machine,shift,planned_hrs,actual_hrs,good_units,defect_units,target_units,downtime_min,energy_kwh
2024-05-03,CNC-14,afternoon,8,6.98,82,3,89,28,265.7
2024-05-03,CNC-14,night,8,7.52,146,6,159,19,83.2
2024-05-03,CNC-18,morning,8,7.64,92,3,97,26,161.5
2024-05-03,CNC-18,afternoon,8,7.38,185,11,187,45,161.2
2024-05-03,CNC-18,night,8,7.84,174,3,198,16,63.0
2024-05-03,CNC-6,morning,8,6.62,164,4,181,6,59.4
2024-05-03,CNC-6,afternoon,8,7.54,119,10,131,39,134.0
2024-05-03,CNC-6,night,8,6.69,127,1,133,13,136.8
2024-05-03,CNC-1,morning,8,7.1,94,6,109,16,92.8
2024-05-03,CNC-1,afternoon,8,7.93,174,10,186,9,120.8
2024-05-03,CNC-1,night,8,7.06,105,7,113,25,275.4
2024-05-03,CNC-19,morning,8,7.6,128,10,140,7,253.0
2024-05-03,CNC-19,afternoon,8,7.32,163,5,189,21,71.3
2024-05-03,CNC-19,night,8,7.03,88,7,94,27,288.4
2024-05-04,CNC-19,morning,8,6.95,143,9,169,9,219.2
2024-05-04,CNC-19,afternoon,8,7.9,87,3,89,42,189.3
2024-05-04,CNC-19,night,8,7.08,143,3,162,43,181.6
2024-05-04,CNC-4,morning,8,6.82,144,12,159,30,76.5
2024-05-04,CNC-4,afternoon,8,7.62,194,10,199,19,277.4
2024-05-04,CNC-4,night,8,7.92,185,14,199,24,64.8
2024-05-04,CNC-18,morning,8,6.62,132,0,147,6,269.5
2024-05-04,CNC-18,afternoon,8,7.9,176,7,179,15,166.7
2024-05-04,CNC-18,night,8,7.13,115,1,130,10,112.6
2024-05-04,CNC-13,morning,8,6.53,163,11,175,35,206.0
2024-05-04,CNC-13,afternoon,8,6.71,96,6,101,10,183.6
2024-05-04,CNC-13,night,8,6.7,115,3,127,8,206.2
2024-05-04,CNC-5,morning,8,7.14,72,6,81,33,66.6
2024-05-04,CNC-5,afternoon,8,7.89,83,2,94,11,119.1
2024-05-04,CNC-5,night,8,7.07,146,12,159,5,282.4
2024-05-04,CNC-12,morning,8,7.06,100,8,117,18,165.6
2024-05-04,CNC-12,afternoon,8,8.0,83,2,98,22,71.8
2024-05-04,CNC-12,night,8,7.28,101,6,114,15,155.6
2024-05-04,CNC-16,morning,8,7.04,167,9,191,21,89.5
2024-05-04,CNC-16,afternoon,8,7.25,170,9,184,22,134.9
2024-05-04,CNC-16,night,8,6.96,128,4,146,11,90.7
2024-05-04,CNC-20,morning,8,7.65,84,6,87,17,67.0
2024-05-04,CNC-20,afternoon,8,7.2,77,2,91,19,194.1
2024-05-04,CNC-20,night,8,7.6,195,9,200,30,200.0
2024-05-04,CNC-2,morning,8,6.59,129,8,148,35,145.4
2024-05-04,CNC-2,afternoon,8,7.2,155,5,162,31,175.0
2024-05-04,CNC-2,night,8,7.29,99,9,114,34,55.7
2024-05-04,CNC-17,morning,8,6.97,187,3,190,12,168.8
2024-05-04,CNC-17,afternoon,8,7.07,146,0,168,2,271.0
2024-05-04,CNC-17,night,8,7.28,81,7,93,2,217.2
2024-05-04,CNC-9,morning,8,7.71,98,8,105,7,149.9
2024-05-04,CNC-9,afternoon,8,7.25,171,11,194,45,209.5
2024-05-04,CNC-9,night,8,6.89,83,0,90,18,241.5
2024-05-04,CNC-8,morning,8,6.95,134,4,146,7,242.9
2024-05-04,CNC-8,afternoon,8,6.83,127,2,135,2,176.5
2024-05-04,CNC-8,night,8,7.69,143,10,150,39,264.8
2024-05-04,CNC-3,morning,8,7.8,127,8,130,33,56.7
2024-05-04,CNC-3,afternoon,8,6.64,191,8,196,0,257.0
2024-05-04,CNC-3,night,8,6.65,74,3,82,16,243.6
2024-05-04,CNC-1,morning,8,7.65,147,9,160,43,236.5
2024-05-04,CNC-1,afternoon,8,7.78,96,5,110,33,268.9
2024-05-04,CNC-1,night,8,7.41,148,4,164,12,80.5
2024-05-04,CNC-11,morning,8,7.89,125,5,145,35,200.1
2024-05-04,CNC-11,afternoon,8,7.42,128,10,142,26,120.1
2024-05-04,CNC-11,night,8,7.65,128,2,140,26,225.1
2024-05-04,CNC-6,morning,8,6.58,168,10,181,14,172.3
2024-05-04,CNC-6,afternoon,8,6.51,171,4,179,2,212.0
2024-05-04,CNC-6,night,8,6.76,177,5,180,44,237.4
2024-05-04,CNC-14,morning,8,7.48,126,7,131,8,161.9
2024-05-04,CNC-14,afternoon,8,6.64,83,2,90,37,201.1
2024-05-04,CNC-14,night,8,7.61,146,9,151,32,179.4
2024-05-04,CNC-7,morning,8,6.7,129,8,139,21,116.8
2024-05-04,CNC-7,afternoon,8,6.97,76,1,82,12,58.3
2024-05-04,CNC-7,night,8,7.04,100,0,111,19,74.8
2024-05-04,CNC-15,morning,8,6.84,113,4,117,37,208.7
2024-05-04,CNC-15,afternoon,8,7.75,171,0,180,19,107.3
2024-05-04,CNC-15,night,8,7.47,101,5,109,14,224.9
2024-05-05,CNC-7,morning,8,7.78,122,10,135,5,120.8
2024-05-05,CNC-7,afternoon,8,7.3,166,2,192,43,258.7
2024-05-05,CNC-7,night,8,7.42,135,1,150,20,215.5
2024-05-05,CNC-19,morning,8,7.54,144,11,163,7,232.5
2024-05-05,CNC-19,afternoon,8,6.64,102,7,110,8,290.1
2024-05-05,CNC-19,night,8,7.08,173,14,194,27,185.7
2024-05-05,CNC-6,morning,8,7.59,101,7,106,5,117.6
2024-05-05,CNC-6,afternoon,8,6.95,159,11,162,31,191.4
2024-05-05,CNC-6,night,8,7.97,100,4,104,32,149.1
2024-05-05,CNC-18,morning,8,7.67,154,8,167,31,264.7
2024-05-05,CNC-18,afternoon,8,6.7,79,0,87,44,89.5
2024-05-05,CNC-18,night,8,7.09,191,5,196,4,172.8
2024-05-05,CNC-14,morning,8,7.28,151,5,166,27,278.3
2024-05-05,CNC-14,afternoon,8,6.9,106,3,112,37,161.3
2024-05-05,CNC-14,night,8,6.87,98,6,109,2,152.7
2024-05-05,CNC-3,morning,8,7.61,85,0,86,22,103.9
2024-05-05,CNC-3,afternoon,8,7.47,158,0,161,18,204.4
2024-05-05,CNC-3,night,8,7.97,149,5,159,19,89.3
2024-05-05,CNC-9,morning,8,6.9,84,7,88,7,273.8
2024-05-05,CNC-9,afternoon,8,7.1,131,7,139,37,298.0
2024-05-05,CNC-9,night,8,7.11,110,1,128,15,174.2
2024-05-05,CNC-16,morning,8,7.92,146,0,152,30,131.0
2024-05-05,CNC-16,afternoon,8,6.63,87,7,99,22,59.1
2024-05-05,CNC-16,night,8,7.56,153,12,155,34,170.4
2024-05-05,CNC-17,morning,8,7.77,129,10,145,43,259.1
2024-05-05,CNC-17,afternoon,8,7.8,137,6,156,20,218.0
2024-05-05,CNC-17,night,8,7.01,102,2,119,5,151.4
2024-05-05,CNC-13,morning,8,7.7,115,9,132,21,173.0
2024-05-05,CNC-13,afternoon,8,7.51,176,3,179,33,180.7
2024-05-05,CNC-13,night,8,7.95,82,5,85,14,298.3
2024-05-05,CNC-12,morning,8,6.54,101,1,109,8,293.6
2024-05-05,CNC-12,afternoon,8,6.89,180,4,186,37,127.6
2024-05-05,CNC-12,night,8,7.65,90,4,96,34,217.7
2024-05-05,CNC-4,morning,8,7.07,68,3,80,11,216.5
2024-05-05,CNC-4,afternoon,8,6.88,79,7,91,13,252.5
2024-05-05,CNC-4,night,8,7.74,144,7,168,17,57.0
2024-05-05,CNC-5,morning,8,6.63,175,7,184,21,154.4
2024-05-05,CNC-5,afternoon,8,6.54,181,6,197,8,93.7
2024-05-05,CNC-5,night,8,7.31,168,11,173,20,257.2
2024-05-05,CNC-8,morning,8,7.25,92,3,94,44,208.6
2024-05-05,CNC-8,afternoon,8,7.79,96,5,109,36,215.0
2024-05-05,CNC-8,night,8,7.77,132,8,143,45,78.6
2024-05-05,CNC-10,morning,8,7.85,109,9,123,9,281.4
2024-05-05,CNC-10,afternoon,8,7.92,150,9,155,6,172.4
2024-05-05,CNC-10,night,8,7.46,126,1,136,28,111.1
2024-05-05,CNC-15,morning,8,7.09,120,7,139,44,235.6
2024-05-05,CNC-15,afternoon,8,6.7,71,2,83,20,235.1
2024-05-05,CNC-15,night,8,7.68,175,4,184,39,55.5
2024-05-05,CNC-20,morning,8,7.76,74,2,80,26,160.3
2024-05-05,CNC-20,afternoon,8,6.55,116,6,134,6,169.5
2024-05-05,CNC-20,night,8,7.04,89,5,104,7,155.7
2024-05-05,CNC-1,morning,8,7.41,74,0,82,43,280.4
2024-05-05,CNC-1,afternoon,8,7.7,131,9,133,42,219.5
2024-05-05,CNC-1,night,8,7.73,134,3,142,22,286.9
2024-05-05,CNC-11,morning,8,6.73,79,1,90,36,56.1
2024-05-05,CNC-11,afternoon,8,7.36,102,4,115,15,210.8
2024-05-05,CNC-11,night,8,7.66,84,3,92,29,95.8
2024-05-05,CNC-2,morning,8,7.33,76,3,86,9,285.6
2024-05-05,CNC-2,afternoon,8,6.56,79,2,83,39,102.0
2024-05-05,CNC-2,night,8,7.98,140,12,151,1,226.6
2024-05-06,CNC-14,morning,8,7.21,97,0,99,6,195.6
2024-05-06,CNC-14,afternoon,8,7.82,135,9,145,17,285.8
2024-05-06,CNC-14,night,8,7.29,122,0,128,26,102.1
2024-05-06,CNC-1,morning,8,6.89,139,12,155,10,133.5
2024-05-06,CNC-1,afternoon,8,6.84,120,7,129,10,251.2
2024-05-06,CNC-1,night,8,6.8,122,5,130,17,108.3
2024-05-06,CNC-20,morning,8,7.74,157,3,177,17,268.4
2024-05-06,CNC-20,afternoon,8,7.96,168,1,194,15,94.2
2024-05-06,CNC-20,night,8,6.52,108,3,113,13,142.2
2024-05-06,CNC-12,morning,8,7.0,84,6,91,35,170.4
2024-05-06,CNC-12,afternoon,8,6.66,120,0,127,15,128.7
2024-05-06,CNC-12,night,8,7.23,80,3,90,21,126.1
2024-05-06,CNC-16,morning,8,7.48,132,1,145,3,120.3
2024-05-06,CNC-16,afternoon,8,7.07,128,5,138,36,211.4
2024-05-06,CNC-16,night,8,7.73,166,5,176,23,284.7
2024-05-06,CNC-11,morning,8,7.81,79,4,86,44,247.6
2024-05-06,CNC-11,afternoon,8,7.02,115,0,128,7,90.3
2024-05-06,CNC-11,night,8,7.16,114,5,135,40,257.2
2024-05-06,CNC-19,morning,8,7.6,123,5,139,21,263.1
2024-05-06,CNC-19,afternoon,8,6.62,142,7,148,37,165.9
2024-05-06,CNC-19,night,8,7.3,184,9,187,12,117.1
2024-05-06,CNC-9,morning,8,6.72,87,7,102,32,85.7
2024-05-06,CNC-9,afternoon,8,7.07,77,1,87,18,193.5
2024-05-06,CNC-9,night,8,7.52,74,4,85,0,194.5
2024-05-06,CNC-13,morning,8,7.61,133,3,147,25,162.5
2024-05-06,CNC-13,afternoon,8,7.69,175,6,193,22,249.6
2024-05-06,CNC-13,night,8,7.18,94,0,111,39,261.4
2024-05-06,CNC-5,morning,8,6.76,77,6,80,19,199.1
2024-05-06,CNC-5,afternoon,8,7.74,81,0,94,17,265.6
2024-05-06,CNC-5,night,8,7.02,138,7,155,33,244.3
2024-05-06,CNC-2,morning,8,7.82,141,12,155,42,83.9
2024-05-06,CNC-2,afternoon,8,7.63,163,2,178,27,135.2
2024-05-06,CNC-2,night,8,7.24,150,8,173,2,156.6
2024-05-06,CNC-4,morning,8,7.57,145,4,167,12,112.4
2024-05-06,CNC-4,afternoon,8,6.75,171,3,197,17,202.5
2024-05-06,CNC-4,night,8,6.6,155,6,175,37,187.4
2024-05-06,CNC-7,morning,8,6.66,170,4,193,0,56.0
2024-05-06,CNC-7,afternoon,8,6.68,144,8,149,30,254.7
2024-05-06,CNC-7,night,8,7.73,159,2,186,6,120.1
2024-05-06,CNC-18,morning,8,7.63,118,5,126,4,203.3
2024-05-06,CNC-18,afternoon,8,7.8,83,6,88,31,248.2
2024-05-06,CNC-18,night,8,7.39,102,2,104,20,64.3
2024-05-06,CNC-8,morning,8,7.72,102,2,120,31,68.5
2024-05-06,CNC-8,afternoon,8,7.95,143,6,155,41,252.4
2024-05-06,CNC-8,night,8,6.66,158,7,167,38,100.7
2024-05-06,CNC-3,morning,8,7.19,94,0,98,10,132.2
2024-05-06,CNC-3,afternoon,8,7.8,113,7,131,25,295.5
2024-05-06,CNC-3,night,8,6.58,149,5,166,20,181.0
2024-05-06,CNC-6,morning,8,6.59,110,2,116,17,290.1
2024-05-06,CNC-6,afternoon,8,7.61,118,8,131,24,111.6
2024-05-06,CNC-6,night,8,7.54,166,11,175,34,111.9
2024-05-06,CNC-17,morning,8,7.39,89,1,101,19,291.3
2024-05-06,CNC-17,afternoon,8,7.71,79,3,89,35,173.5
2024-05-06,CNC-17,night,8,7.37,171,13,179,19,164.8
2024-05-07,CNC-8,morning,8,6.96,163,1,174,37,59.4
2024-05-07,CNC-8,afternoon,8,7.69,70,2,80,0,70.8
2024-05-07,CNC-8,night,8,7.94,127,1,130,11,183.8
2024-05-07,CNC-19,morning,8,6.64,141,1,158,24,192.9
2024-05-07,CNC-19,afternoon,8,7.31,148,8,172,26,120.4
2024-05-07,CNC-19,night,8,7.8,179,14,194,8,83.9
2024-05-07,CNC-1,morning,8,7.75,91,6,106,33,262.2
2024-05-07,CNC-1,afternoon,8,7.55,100,2,105,34,78.6
2024-05-07,CNC-1,night,8,7.22,156,8,181,16,124.1
2024-05-07,CNC-11,morning,8,6.56,177,12,182,18,85.9
2024-05-07,CNC-11,afternoon,8,7.45,142,2,144,42,144.7
2024-05-07,CNC-11,night,8,7.09,179,2,189,0,218.1
2024-05-07,CNC-16,morning,8,6.82,179,9,197,11,79.0
2024-05-07,CNC-16,afternoon,8,7.05,162,1,176,23,87.5
2024-05-07,CNC-16,night,8,6.95,139,12,157,44,188.6
2024-05-07,CNC-5,morning,8,7.23,128,2,138,6,177.3
2024-05-07,CNC-5,afternoon,8,7.95,123,0,125,26,185.9
2024-05-07,CNC-5,night,8,7.45,121,3,123,27,135.7
2024-05-07,CNC-17,morning,8,7.18,171,6,185,42,153.2
2024-05-07,CNC-17,afternoon,8,6.96,87,1,94,7,113.5
2024-05-07,CNC-17,night,8,7.27,137,9,140,39,159.3
2024-05-07,CNC-14,morning,8,7.65,128,0,142,42,228.0
2024-05-07,CNC-14,afternoon,8,7.57,101,2,107,34,87.0
2024-05-07,CNC-14,night,8,7.22,136,8,159,21,172.2
2024-05-07,CNC-15,morning,8,7.62,90,1,106,23,289.7
2024-05-07,CNC-15,afternoon,8,7.43,80,1,87,21,171.3
2024-05-07,CNC-15,night,8,7.46,73,6,83,5,211.2
2024-05-07,CNC-6,morning,8,6.8,184,5,190,19,279.1
2024-05-07,CNC-6,afternoon,8,7.78,184,3,200,36,91.8
2024-05-07,CNC-6,night,8,6.88,146,13,163,18,257.0
2024-05-07,CNC-10,morning,8,7.66,110,9,113,36,161.8
2024-05-07,CNC-10,afternoon,8,6.79,89,5,97,18,84.3
2024-05-07,CNC-10,night,8,7.78,165,9,178,22,139.1
2024-05-07,CNC-3,morning,8,6.87,96,5,111,22,297.3
2024-05-07,CNC-3,afternoon,8,7.02,165,3,181,9,126.3
2024-05-07,CNC-3,night,8,6.53,112,9,117,18,232.7
2024-05-07,CNC-4,morning,8,7.79,75,5,80,26,90.7
2024-05-07,CNC-4,afternoon,8,7.3,177,7,193,21,277.4
2024-05-07,CNC-4,night,8,7.76,164,2,191,23,196.4
2024-05-07,CNC-13,morning,8,7.17,118,7,131,16,159.0
2024-05-07,CNC-13,afternoon,8,7.9,172,14,176,25,99.3
2024-05-07,CNC-13,night,8,7.25,93,8,108,32,225.4
2024-05-07,CNC-2,morning,8,7.77,128,10,144,0,245.8
2024-05-07,CNC-2,afternoon,8,7.72,94,4,96,8,90.3
2024-05-07,CNC-2,night,8,7.13,135,7,157,8,122.3
2024-05-07,CNC-7,morning,8,7.57,85,7,88,9,211.3
2024-05-07,CNC-7,afternoon,8,6.7,97,3,102,40,53.7
2024-05-07,CNC-7,night,8,6.62,148,12,156,6,184.0
2024-05-07,CNC-20,morning,8,7.86,83,2,87,41,285.7
2024-05-07,CNC-20,afternoon,8,7.29,127,4,148,24,284.1
2024-05-07,CNC-20,night,8,7.89,111,2,122,18,180.7
2024-05-08,CNC-6,morning,8,6.72,76,1,84,43,299.8
2024-05-08,CNC-6,afternoon,8,7.87,131,5,139,10,186.6
2024-05-08,CNC-6,night,8,7.07,131,8,143,39,222.3
2024-05-08,CNC-8,morning,8,7.47,69,6,81,18,281.8
2024-05-08,CNC-8,afternoon,8,7.85,158,10,178,0,97.9
2024-05-08,CNC-8,night,8,6.78,100,4,116,29,257.9
2024-05-08,CNC-18,morning,8,6.71,157,3,166,43,201.2
2024-05-08,CNC-18,afternoon,8,7.47,115,6,133,30,270.3
2024-05-08,CNC-18,night,8,7.51,116,4,125,37,132.9
2024-05-08,CNC-11,morning,8,7.69,156,9,168,6,116.8
2024-05-08,CNC-11,afternoon,8,7.65,145,5,148,12,132.5
2024-05-08,CNC-11,night,8,7.99,90,8,100,11,120.4
2024-05-08,CNC-15,morning,8,7.61,107,6,118,28,112.5
2024-05-08,CNC-15,afternoon,8,7.29,91,5,94,27,293.8
2024-05-08,CNC-15,night,8,7.17,174,3,192,31,165.3
2024-05-08,CNC-17,morning,8,7.49,194,15,200,16,82.2
2024-05-08,CNC-17,afternoon,8,7.81,187,14,194,15,262.4
2024-05-08,CNC-17,night,8,7.18,94,6,99,0,184.3
2024-05-08,CNC-16,morning,8,7.69,144,4,168,24,236.3
2024-05-08,CNC-16,afternoon,8,7.09,113,6,128,6,126.2
2024-05-08,CNC-16,night,8,6.53,166,3,188,16,151.2
2024-05-08,CNC-10,morning,8,7.47,88,2,92,8,232.4
2024-05-08,CNC-10,afternoon,8,6.85,115,10,134,45,163.7
2024-05-08,CNC-10,night,8,7.12,73,6,83,37,287.2
2024-05-08,CNC-5,morning,8,7.46,174,8,200,6,166.2
2024-05-08,CNC-5,afternoon,8,7.96,148,10,155,18,243.5
2024-05-08,CNC-5,night,8,7.16,100,3,105,44,170.0
2024-05-08,CNC-3,morning,8,7.52,182,7,188,4,201.6
2024-05-08,CNC-3,afternoon,8,6.51,102,1,105,39,278.4
2024-05-08,CNC-3,night,8,7.74,87,6,92,35,127.3
2024-05-08,CNC-1,morning,8,6.61,120,1,134,43,265.6
2024-05-08,CNC-1,afternoon,8,7.82,151,7,162,38,185.2
2024-05-08,CNC-1,night,8,7.45,91,3,107,1,298.0
2024-05-08,CNC-2,morning,8,7.6,152,10,176,20,159.2
2024-05-08,CNC-2,afternoon,8,7.49,125,5,147,9,153.6
2024-05-08,CNC-2,night,8,7.59,139,6,152,3,101.7
2024-05-08,CNC-7,morning,8,7.01,103,6,119,27,226.4
2024-05-08,CNC-7,afternoon,8,7.8,72,6,84,1,170.0
2024-05-08,CNC-7,night,8,6.84,125,1,132,28,81.7
2024-05-08,CNC-9,morning,8,6.53,82,6,85,45,177.5
2024-05-08,CNC-9,afternoon,8,7.38,78,1,86,16,151.8
2024-05-08,CNC-9,night,8,7.74,112,0,122,41,79.0
2024-05-08,CNC-13,morning,8,7.04,102,6,119,44,222.5
2024-05-08,CNC-13,afternoon,8,6.59,125,2,137,2,143.5
2024-05-08,CNC-13,night,8,6.84,100,0,104,8,58.1
2024-05-08,CNC-14,morning,8,7.42,118,6,120,6,71.2
2024-05-08,CNC-14,afternoon,8,6.59,167,4,186,27,102.1
2024-05-08,CNC-14,night,8,7.98,108,3,118,35,242.2
2024-05-08,CNC-20,morning,8,7.25,157,1,184,43,237.5
2024-05-08,CNC-20,afternoon,8,6.96,109,9,123,1,209.5
2024-05-08,CNC-20,night,8,7.2,149,1,161,21,133.9
2024-05-08,CNC-12,morning,8,7.18,76,2,87,9,181.7
2024-05-08,CNC-12,afternoon,8,6.55,191,9,197,27,143.0
2024-05-08,CNC-12,night,8,7.17,125,0,128,38,114.7
2024-05-09,CNC-6,morning,8,6.8,157,12,176,40,214.3
2024-05-09,CNC-6,afternoon,8,7.08,183,14,186,32,299.4
2024-05-09,CNC-6,night,8,7.41,78,7,89,19,286.4
2024-05-09,CNC-20,morning,8,6.52,137,1,151,5,181.7
2024-05-09,CNC-20,afternoon,8,7.13,169,9,186,1,160.3
2024-05-09,CNC-20,night,8,7.13,144,4,153,2,189.9
2024-05-09,CNC-5,morning,8,6.65,163,4,185,21,130.3
2024-05-09,CNC-5,afternoon,8,7.33,102,8,107,7,176.1
2024-05-09,CNC-5,night,8,6.65,162,6,189,7,82.4
2024-05-09,CNC-10,morning,8,7.55,146,10,153,32,78.7
2024-05-09,CNC-10,afternoon,8,6.73,186,9,196,3,116.5
2024-05-09,CNC-10,night,8,7.06,92,1,107,6,116.8
2024-05-09,CNC-13,morning,8,7.22,153,6,176,37,61.7
2024-05-09,CNC-13,afternoon,8,7.7,99,3,106,20,235.9
2024-05-09,CNC-13,night,8,7.7,79,7,91,16,78.4
2024-05-09,CNC-12,morning,8,7.86,179,14,183,41,290.4
2024-05-09,CNC-12,afternoon,8,7.22,111,8,114,43,276.1
2024-05-09,CNC-12,night,8,7.62,83,4,86,22,81.3
2024-05-09,CNC-3,morning,8,7.43,164,12,189,37,293.0
2024-05-09,CNC-3,afternoon,8,7.79,169,3,185,16,188.9
2024-05-09,CNC-3,night,8,7.69,112,4,118,32,249.4
2024-05-09,CNC-9,morning,8,6.59,107,5,113,1,218.4
2024-05-09,CNC-9,afternoon,8,7.44,160,7,175,25,233.6
2024-05-09,CNC-9,night,8,6.88,90,4,92,24,86.6
2024-05-09,CNC-16,morning,8,7.55,113,9,126,26,196.5
2024-05-09,CNC-16,afternoon,8,7.9,116,9,122,5,121.6
2024-05-09,CNC-16,night,8,8.0,149,2,155,35,149.6
2024-05-09,CNC-7,morning,8,7.3,136,0,152,3,144.9
2024-05-09,CNC-7,afternoon,8,7.47,107,3,124,4,92.4
2024-05-09,CNC-7,night,8,7.19,151,9,176,40,148.5
2024-05-09,CNC-14,morning,8,7.7,129,11,140,45,71.2
2024-05-09,CNC-14,afternoon,8,7.25,119,0,128,19,140.0
2024-05-09,CNC-14,night,8,6.65,171,2,183,0,180.8
2024-05-09,CNC-19,morning,8,7.82,166,11,187,42,161.4
2024-05-09,CNC-19,afternoon,8,7.55,146,12,152,20,201.0
2024-05-09,CNC-19,night,8,7.62,73,4,80,26,260.9
2024-05-09,CNC-17,morning,8,7.22,174,1,192,24,233.8
2024-05-09,CNC-17,afternoon,8,7.0,126,2,134,2,148.9
2024-05-09,CNC-17,night,8,7.53,123,6,125,38,241.4
2024-05-09,CNC-4,morning,8,7.98,118,7,126,21,106.2
2024-05-09,CNC-4,afternoon,8,7.68,157,5,178,36,204.2
2024-05-09,CNC-4,night,8,6.56,72,3,80,45,216.4
2024-05-09,CNC-11,morning,8,7.14,132,9,134,12,144.0
2024-05-09,CNC-11,afternoon,8,7.86,163,2,192,29,67.2
2024-05-09,CNC-11,night,8,7.5,115,0,128,31,82.6
2024-05-09,CNC-8,morning,8,6.8,115,7,122,22,289.3
2024-05-09,CNC-8,afternoon,8,7.0,102,0,108,19,113.8
2024-05-09,CNC-8,night,8,7.71,130,4,133,45,69.7
2024-05-09,CNC-2,morning,8,7.53,84,4,89,8,132.4
2024-05-09,CNC-2,afternoon,8,7.41,83,0,97,38,111.4
2024-05-09,CNC-2,night,8,7.54,170,10,179,5,171.4
2024-05-10,CNC-9,morning,8,6.62,140,0,148,0,208.0
2024-05-10,CNC-9,afternoon,8,7.95,104,2,122,44,158.0
2024-05-10,CNC-9,night,8,7.62,95,2,111,11,258.7
2024-05-10,CNC-5,morning,8,7.49,112,6,123,22,256.1
2024-05-10,CNC-5,afternoon,8,6.66,183,0,192,39,245.6
2024-05-10,CNC-5,night,8,7.03,140,7,157,38,93.2
2024-05-10,CNC-18,morning,8,6.64,116,10,130,33,218.2
2024-05-10,CNC-18,afternoon,8,7.16,172,6,196,14,147.7
2024-05-10,CNC-18,night,8,6.66,165,2,171,22,69.8
2024-05-10,CNC-17,morning,8,7.11,127,6,142,16,219.3
2024-05-10,CNC-17,afternoon,8,6.56,88,2,93,39,119.1
2024-05-10,CNC-17,night,8,7.22,103,2,106,18,245.2
2024-05-10,CNC-6,morning,8,7.67,181,8,184,14,153.6
2024-05-10,CNC-6,afternoon,8,6.8,101,4,108,24,267.9
2024-05-10,CNC-6,night,8,7.14,171,9,175,39,279.4
2024-05-10,CNC-8,morning,8,7.53,180,12,183,21,251.0
2024-05-10,CNC-8,afternoon,8,7.19,130,10,138,1,79.3
2024-05-10,CNC-8,night,8,8.0,122,11,139,28,241.5
2024-05-10,CNC-7,morning,8,7.02,169,14,199,4,110.2
2024-05-10,CNC-7,afternoon,8,6.78,86,4,95,31,223.8
2024-05-10,CNC-7,night,8,7.89,132,9,146,27,58.6
2024-05-10,CNC-12,morning,8,7.29,151,6,154,6,161.2
2024-05-10,CNC-12,afternoon,8,7.7,178,9,185,35,160.5
2024-05-10,CNC-12,night,8,6.63,175,8,194,37,78.1
2024-05-10,CNC-11,morning,8,6.74,92,0,102,42,124.7
2024-05-10,CNC-11,afternoon,8,7.63,96,6,103,36,271.3
2024-05-10,CNC-11,night,8,7.6,179,4,196,32,186.0
2024-05-10,CNC-2,morning,8,6.67,182,0,194,3,74.8
2024-05-10,CNC-2,afternoon,8,7.54,158,6,168,10,207.2
2024-05-10,CNC-2,night,8,7.63,87,7,94,38,146.2
2024-05-10,CNC-4,morning,8,7.98,140,11,146,33,64.6
2024-05-10,CNC-4,afternoon,8,7.87,131,9,146,19,125.7
2024-05-10,CNC-4,night,8,7.08,78,1,84,41,136.7
2024-05-10,CNC-13,morning,8,7.41,92,4,100,1,159.2
2024-05-10,CNC-13,afternoon,8,7.18,95,3,99,28,288.2
2024-05-10,CNC-13,night,8,7.02,168,5,188,28,107.2
2024-05-10,CNC-15,morning,8,7.57,105,7,108,40,227.0
2024-05-10,CNC-15,afternoon,8,7.45,125,0,130,15,244.0
2024-05-10,CNC-15,night,8,7.81,126,6,148,33,59.1
2024-05-10,CNC-16,morning,8,7.8,111,7,127,7,162.5
2024-05-10,CNC-16,afternoon,8,7.54,108,2,116,43,261.2
2024-05-10,CNC-16,night,8,7.46,111,6,116,5,181.6
2024-05-10,CNC-3,morning,8,7.91,120,10,139,33,263.9
2024-05-10,CNC-3,afternoon,8,7.81,126,10,129,16,113.6
2024-05-10,CNC-3,night,8,6.88,151,12,171,27,62.4
2024-05-10,CNC-1,morning,8,7.64,163,2,178,44,242.5
2024-05-10,CNC-1,afternoon,8,6.67,161,12,187,28,253.7
2024-05-10,CNC-1,night,8,7.87,151,1,174,37,97.5
2024-05-10,CNC-19,morning,8,6.59,149,6,153,28,137.9
2024-05-10,CNC-19,afternoon,8,6.55,154,2,165,21,209.8
2024-05-10,CNC-19,night,8,6.69,165,6,183,28,298.5
2024-05-11,CNC-19,morning,8,7.19,181,14,198,16,201.8
2024-05-11,CNC-19,afternoon,8,6.99,168,6,185,28,218.9
2024-05-11,CNC-19,night,8,7.29,165,10,180,19,225.4
2024-05-11,CNC-1,morning,8,7.41,159,6,175,15,98.5
2024-05-11,CNC-1,afternoon,8,7.64,99,8,116,36,96.2
2024-05-11,CNC-1,night,8,7.09,111,8,117,41,200.6
2024-05-11,CNC-2,morning,8,7.44,139,1,147,5,177.1
2024-05-11,CNC-2,afternoon,8,7.55,68,3,80,20,126.9
2024-05-11,CNC-2,night,8,6.85,159,7,164,13,58.5
2024-05-11,CNC-20,morning,8,7.5,151,4,161,43,156.4
2024-05-11,CNC-20,afternoon,8,7.03,124,8,126,24,140.5
2024-05-11,CNC-20,night,8,7.51,112,9,116,20,133.6
2024-05-11,CNC-9,morning,8,6.57,166,11,177,6,166.0
2024-05-11,CNC-9,afternoon,8,7.8,86,5,90,15,61.9
