review_id,product,category,rating,sentiment,review_date,helpful_votes,verified_purchase,review_length
R-009556,Product-C10,Sports,5,positive,2023-09-25,23,Yes,370
R-009557,Product-B10,Sports,5,positive,2023-08-06,47,Yes,486
R-009558,Product-C2,Software,5,positive,2024-10-20,50,No,242
R-009559,Product-B8,Books,5,positive,2024-01-11,47,Yes,139
R-009560,Product-B7,Electronics,4,positive,2022-03-16,8,Yes,280
R-009561,Product-A5,Sports,5,positive,2023-01-02,34,Yes,157
R-009562,Product-D8,Home,5,positive,2024-02-04,41,Yes,388
R-009563,Product-D3,Books,4,positive,2023-01-27,20,Yes,26
R-009564,Product-E2,Electronics,4,positive,2023-02-23,4,Yes,475
R-009565,Product-D2,Sports,4,positive,2022-02-28,12,Yes,226
R-009566,Product-C1,Home,3,neutral,2023-11-13,12,No,129
R-009567,Product-E2,Home,4,positive,2023-04-23,40,Yes,173
R-009568,Product-D2,Software,4,positive,2023-07-23,9,Yes,159
R-009569,Product-E3,Electronics,4,positive,2022-06-29,21,Yes,141
R-009570,Product-E2,Software,3,neutral,2022-06-10,41,Yes,347
R-009571,Product-E2,Home,5,positive,2023-12-04,38,No,61
R-009572,Product-A4,Software,5,positive,2022-03-05,33,Yes,395
R-009573,Product-B9,Sports,1,negative,2024-01-11,30,Yes,429
R-009574,Product-C3,Sports,5,positive,2024-09-02,27,Yes,97
R-009575,Product-D5,Software,2,negative,2024-05-21,13,Yes,246
R-009576,Product-E5,Sports,5,positive,2023-05-09,36,No,59
R-009577,Product-D9,Electronics,4,positive,2023-12-27,21,No,190
R-009578,Product-B3,Sports,3,neutral,2023-04-14,0,Yes,471
R-009579,Product-B2,Books,2,negative,2022-11-16,26,Yes,104
R-009580,Product-C1,Home,3,neutral,2024-03-26,37,No,196
R-009581,Product-B5,Electronics,4,positive,2022-11-24,27,Yes,32
R-009582,Product-D8,Books,5,positive,2023-01-31,17,Yes,225
R-009583,Product-A3,Sports,3,neutral,2024-12-27,4,Yes,368
R-009584,Product-E4,Electronics,5,positive,2022-08-16,15,Yes,213
R-009585,Product-E1,Books,4,positive,2024-12-03,50,Yes,499
R-009586,Product-C7,Books,5,positive,2024-01-31,50,Yes,360
R-009587,Product-A8,Software,3,neutral,2023-11-26,49,Yes,438
R-009588,Product-B4,Software,5,positive,2022-11-08,42,Yes,215
R-009589,Product-C6,Books,5,positive,2023-07-09,16,Yes,184
R-009590,Product-A2,Books,2,negative,2024-11-18,44,Yes,114
R-009591,Product-C5,Books,4,positive,2023-08-30,4,Yes,387
R-009592,Product-A1,Books,3,neutral,2022-07-17,30,Yes,339
R-009593,Product-E5,Sports,4,positive,2022-09-20,29,Yes,34
R-009594,Product-B8,Sports,4,positive,2024-01-03,41,Yes,385
R-009595,Product-A10,Electronics,5,positive,2022-11-08,38,Yes,119
R-009596,Product-C1,Software,5,positive,2022-09-14,44,Yes,180
R-009597,Product-A4,Home,4,positive,2022-11-17,30,No,236
R-009598,Product-B5,Software,5,positive,2022-05-26,5,No,342
R-009599,Product-E5,Software,3,neutral,2022-10-15,17,Yes,408
R-009600,Product-D2,Sports,4,positive,2023-12-14,19,Yes,171
R-009601,Product-E8,Software,5,positive,2023-11-03,29,Yes,306
R-009602,Product-E1,Home,4,positive,2023-10-02,22,Yes,203
R-009603,Product-D1,Sports,5,positive,2024-04-04,15,Yes,120
R-009604,Product-B10,Home,4,positive,2024-10-11,30,Yes,86
R-009605,Product-A5,Sports,4,positive,2023-04-08,44,Yes,240
R-009606,Product-D10,Electronics,5,positive,2023-04-08,13,No,111
R-009607,Product-A2,Software,4,positive,2023-02-07,0,No,380
R-009608,Product-A8,Software,2,negative,2023-06-05,10,Yes,364
R-009609,Product-A7,Books,4,positive,2023-01-17,3,Yes,142
R-009610,Product-E7,Electronics,3,neutral,2023-03-03,44,Yes,194
R-009611,Product-A1,Home,2,negative,2024-07-25,26,Yes,318
R-009612,Product-E8,Home,5,positive,2024-03-21,47,Yes,455
R-009613,Product-B4,Home,5,positive,2022-03-11,21,Yes,474
R-009614,Product-B8,Books,5,positive,2024-09-19,45,Yes,227
R-009615,Product-C9,Sports,5,positive,2023-12-02,49,Yes,428
R-009616,Product-B7,Electronics,5,positive,2023-06-05,25,Yes,202
R-009617,Product-A7,Home,4,positive,2022-07-06,21,Yes,443
R-009618,Product-D2,Software,2,negative,2024-08-23,42,No,58
R-009619,Product-D2,Sports,4,positive,2022-12-14,5,Yes,274
R-009620,Product-B4,Sports,3,neutral,2022-10-16,31,Yes,138
R-009621,Product-A10,Books,5,positive,2022-01-27,43,Yes,357
R-009622,Product-A8,Home,3,neutral,2022-09-19,9,Yes,279
R-009623,Product-D1,Books,3,neutral,2024-06-08,17,Yes,450
R-009624,Product-C8,Software,5,positive,2022-10-18,19,Yes,333
R-009625,Product-B4,Home,3,neutral,2024-01-13,38,Yes,325
R-009626,Product-B9,Software,5,positive,2024-10-05,4,Yes,292
R-009627,Product-C5,Software,3,neutral,2024-03-21,46,Yes,380
R-009628,Product-B3,Home,3,neutral,2022-07-19,12,Yes,116
R-009629,Product-E7,Sports,5,positive,2023-01-29,26,Yes,277
R-009630,Product-D9,Books,2,negative,2023-02-17,12,Yes,337
R-009631,Product-A6,Books,5,positive,2022-10-22,26,Yes,218
R-009632,Product-C5,Software,4,positive,2023-01-25,42,Yes,369
R-009633,Product-B10,Sports,4,positive,2022-09-20,16,Yes,189
R-009634,Product-B2,Books,3,neutral,2023-01-11,23,Yes,298
R-009635,Product-C7,Sports,3,neutral,2022-09-27,50,No,399
R-009636,Product-A10,Home,5,positive,2024-11-11,17,Yes,45
R-009637,Product-D1,Books,4,positive,2022-01-31,10,Yes,222
R-009638,Product-A10,Books,5,positive,2023-03-17,47,Yes,101
R-009639,Product-D4,Software,4,positive,2023-08-09,15,Yes,43
R-009640,Product-C10,Books,5,positive,2022-02-28,24,No,268
R-009641,Product-B10,Electronics,2,negative,2023-01-15,37,Yes,426
R-009642,Product-E10,Sports,1,negative,2024-07-21,4,Yes,488
R-009643,Product-D2,Software,4,positive,2023-09-14,36,Yes,311
R-009644,Product-C3,Home,5,positive,2022-07-02,37,No,427
R-009645,Product-C1,Home,5,positive,2022-12-17,3,Yes,445
R-009646,Product-A5,Home,4,positive,2023-02-02,15,Yes,399
R-009647,Product-A6,Home,4,positive,2023-07-20,37,Yes,205
R-009648,Product-B2,Sports,3,neutral,2022-06-10,11,Yes,164
R-009649,Product-C4,Home,4,positive,2024-05-27,26,Yes,353
R-009650,Product-B4,Books,4,positive,2024-09-12,10,Yes,106
R-009651,Product-B8,Home,5,positive,2024-05-29,1,Yes,172
R-009652,Product-C5,Books,5,positive,2023-12-21,4,Yes,331
R-009653,Product-E7,Electronics,3,neutral,2024-05-05,31,Yes,50
R-009654,Product-E3,Home,5,positive,2024-06-07,0,Yes,162
R-009655,Product-E3,Home,4,positive,2022-01-17,20,Yes,115
R-009656,Product-B8,Home,1,negative,2023-08-07,33,No,113
R-009657,Product-D7,Software,2,negative,2023-09-19,38,Yes,47
R-009658,Product-D4,Home,5,positive,2022-07-03,22,Yes,383
R-009659,Product-A1,Electronics,5,positive,2024-01-14,9,No,349
R-009660,Product-D9,Software,2,negative,2023-02-04,37,Yes,180
R-009661,Product-C2,Home,4,positive,2024-09-06,39,No,397
R-009662,Product-C10,Software,4,positive,2022-05-09,49,Yes,358
R-009663,Product-E4,Sports,5,positive,2023-04-10,49,Yes,172
R-009664,Product-A1,Software,4,positive,2023-02-19,43,No,37
R-009665,Product-C6,Electronics,3,neutral,2022-02-09,40,Yes,443
R-009666,Product-B9,Electronics,3,neutral,2022-10-19,45,No,223
R-009667,Product-D7,Electronics,4,positive,2023-01-31,42,Yes,228
R-009668,Product-A6,Sports,4,positive,2024-07-15,22,Yes,416
R-009669,Product-B5,Home,4,positive,2023-04-26,24,Yes,411
R-009670,Product-D8,Software,5,positive,2024-12-09,23,Yes,371
R-009671,Product-D10,Home,4,positive,2024-05-20,21,Yes,409
R-009672,Product-C1,Home,3,neutral,2023-03-29,48,Yes,356
R-009673,Product-A6,Sports,4,positive,2022-10-21,39,No,344
R-009674,Product-D4,Home,5,positive,2023-10-16,36,Yes,170
R-009675,Product-D8,Books,4,positive,2024-12-07,27,Yes,375
R-009676,Product-A3,Electronics,3,neutral,2023-11-22,17,Yes,80
R-009677,Product-E3,Software,5,positive,2023-09-29,3,Yes,81
R-009678,Product-A7,Home,5,positive,2023-01-30,34,Yes,271
R-009679,Product-E7,Books,4,positive,2022-12-21,18,Yes,115
R-009680,Product-E5,Software,2,negative,2022-07-02,29,Yes,343
R-009681,Product-E10,Books,2,negative,2024-05-28,50,Yes,171
R-009682,Product-E2,Home,5,positive,2024-06-18,46,Yes,163
R-009683,Product-B6,Sports,5,positive,2022-09-13,31,Yes,232
R-009684,Product-B4,Home,4,positive,2024-05-14,11,Yes,225
R-009685,Product-D3,Home,5,positive,2022-10-10,9,Yes,21
R-009686,Product-A7,Software,5,positive,2023-04-02,35,Yes,140
R-009687,Product-E10,Books,4,positive,2022-10-28,8,Yes,351
R-009688,Product-D2,Books,1,negative,2024-10-06,48,No,419
R-009689,Product-E3,Home,3,neutral,2022-07-16,40,Yes,214
R-009690,Product-E6,Sports,4,positive,2022-10-18,28,Yes,253
R-009691,Product-D10,Software,1,negative,2024-10-20,49,Yes,23
R-009692,Product-C5,Sports,5,positive,2023-06-13,49,Yes,298
R-009693,Product-E9,Electronics,4,positive,2024-06-17,4,Yes,38
R-009694,Product-E2,Home,5,positive,2023-07-10,34,Yes,36
R-009695,Product-C8,Electronics,4,positive,2022-10-16,33,Yes,243
R-009696,Product-A5,Sports,5,positive,2022-02-16,47,No,202
R-009697,Product-E8,Books,4,positive,2022-05-07,10,Yes,192
R-009698,Product-A9,Software,3,neutral,2022-09-08,43,Yes,248
R-009699,Product-A2,Electronics,4,positive,2024-05-02,34,Yes,158
R-009700,Product-D8,Home,4,positive,2024-05-09,4,Yes,405
R-009701,Product-C6,Books,4,positive,2024-05-18,6,Yes,217
R-009702,Product-B1,Books,5,positive,2022-12-24,16,Yes,453
R-009703,Product-B7,Home,5,positive,2023-06-19,34,Yes,379
R-009704,Product-E5,Electronics,5,positive,2023-07-10,36,No,385
R-009705,Product-B2,Sports,4,positive,2022-11-24,1,Yes,295
R-009706,Product-B6,Software,4,positive,2023-02-18,2,Yes,451
R-009707,Product-A9,Home,3,neutral,2022-07-24,34,Yes,197
R-009708,Product-A10,Electronics,3,neutral,2024-10-25,17,Yes,341
R-009709,Product-E4,Software,5,positive,2022-08-05,14,No,102
R-009710,Product-E9,Software,5,positive,2024-12-17,18,Yes,133
R-009711,Product-D3,Electronics,4,positive,2023-06-27,21,Yes,133
R-009712,Product-C9,Electronics,5,positive,2023-11-13,24,Yes,440
R-009713,Product-E1,Electronics,5,positive,2022-07-07,11,Yes,445
R-009714,Product-A3,Software,4,positive,2023-12-18,43,Yes,225
R-009715,Product-B3,Sports,1,negative,2022-01-29,25,Yes,129
R-009716,Product-A2,Sports,3,neutral,2023-02-23,8,Yes,391
R-009717,Product-C4,Sports,5,positive,2022-02-17,28,Yes,66
R-009718,Product-B6,Electronics,5,positive,2022-02-17,34,Yes,175
R-009719,Product-B7,Software,5,positive,2024-06-17,44,Yes,399
R-009720,Product-D5,Books,3,neutral,2023-01-13,48,Yes,239
R-009721,Product-E3,Books,3,neutral,2022-10-13,23,Yes,344
R-009722,Product-B5,Electronics,5,positive,2022-05-04,9,Yes,172
R-009723,Product-C4,Home,2,negative,2022-08-03,46,Yes,455
R-009724,Product-D3,Software,5,positive,2022-02-03,19,Yes,469
R-009725,Product-A4,Sports,4,positive,2022-12-23,49,Yes,248
R-009726,Product-C10,Electronics,4,positive,2024-05-22,14,No,254
R-009727,Product-A8,Electronics,4,positive,2024-05-28,44,Yes,378
R-009728,Product-C7,Software,2,negative,2024-03-31,40,Yes,423
R-009729,Product-B7,Sports,3,neutral,2024-07-07,4,Yes,320
R-009730,Product-B7,Software,1,negative,2022-02-14,3,Yes,474
R-009731,Product-B9,Electronics,5,positive,2022-09-30,16,No,402
R-009732,Product-B4,Home,5,positive,2024-01-30,20,Yes,131
R-009733,Product-C5,Software,5,positive,2024-02-26,15,Yes,148
R-009734,Product-B5,Software,4,positive,2023-01-24,39,No,439
R-009735,Product-B1,Software,5,positive,2024-11-11,5,No,186
R-009736,Product-E5,Home,4,positive,2022-07-01,21,Yes,112
R-009737,Product-D6,Electronics,1,negative,2022-09-11,9,Yes,434
R-009738,Product-E3,Books,4,positive,2024-01-01,40,Yes,461
R-009739,Product-A2,Books,5,positive,2023-12-26,16,Yes,482
R-009740,Product-B1,Electronics,4,positive,2022-02-17,24,No,123
R-009741,Product-C1,Home,4,positive,2023-03-25,48,No,313
R-009742,Product-D10,Sports,5,positive,2023-04-19,50,Yes,253
R-009743,Product-B6,Home,5,positive,2022-11-24,28,Yes,347
R-009744,Product-D6,Sports,5,positive,2023-06-20,1,No,196
R-009745,Product-D9,Books,4,positive,2022-08-02,39,Yes,23
R-009746,Product-B8,Books,4,positive,2023-02-18,24,No,340
R-009747,Product-B8,Home,3,neutral,2024-02-27,44,Yes,179
R-009748,Product-B1,Software,5,positive,2023-10-31,29,Yes,468
R-009749,Product-C3,Electronics,3,neutral,2023-04-25,42,No,229
R-009750,Product-C7,Books,5,positive,2022-05-02,18,Yes,193
R-009751,Product-B4,Electronics,5,positive,2024-03-12,31,Yes,353
R-009752,Product-B9,Sports,5,positive,2024-03-17,20,Yes,470
R-009753,Product-B1,Electronics,4,positive,2024-03-18,36,Yes,28
R-009754,Product-D7,Home,5,positive,2024-02-22,10,No,310
R-009755,Product-C2,Electronics,5,positive,2022-08-21,21,Yes,212
R-009756,Product-C9,Sports,4,positive,2023-01-12,36,Yes,54
R-009757,Product-C6,Electronics,5,positive,2023-06-12,28,No,179
R-009758,Product-B6,Books,5,positive,2023-02-28,5,Yes,360
R-009759,Product-E7,Software,5,positive,2022-11-16,10,No,212
R-009760,Product-C9,Electronics,4,positive,2023-07-04,10,No,30
R-009761,Product-A6,Home,5,positive,2022-01-08,46,Yes,331
R-009762,Product-A3,Software,5,positive,2023-11-24,23,Yes,25
R-009763,Product-E2,Software,5,positive,2024-10-21,33,No,496
R-009764,Product-C9,Home,4,positive,2023-10-01,5,Yes,416
R-009765,Product-D2,Books,4,positive,2022-07-07,14,Yes,56
R-009766,Product-E1,Books,2,negative,2024-01-10,10,No,20
R-009767,Product-C8,Books,3,neutral,2023-09-02,40,Yes,182
R-009768,Product-E1,Sports,5,positive,2022-04-11,18,Yes,222
R-009769,Product-E7,Books,4,positive,2022-03-15,39,No,110
R-009770,Product-B6,Sports,4,positive,2024-09-24,2,Yes,155
R-009771,Product-B10,Sports,4,positive,2022-12-23,22,No,478
R-009772,Product-B10,Software,2,negative,2024-04-11,11,Yes,202
R-009773,Product-A7,Software,5,positive,2022-08-11,44,Yes,82
R-009774,Product-D8,Sports,5,positive,2023-11-26,11,Yes,223
R-009775,Product-C5,Electronics,3,neutral,2022-11-24,3,Yes,365
R-009776,Product-E1,Sports,5,positive,2023-02-28,42,Yes,126
R-009777,Product-C1,Books,4,positive,2022-08-05,48,Yes,172
R-009778,Product-C9,Books,5,positive,2023-08-03,13,Yes,196
R-009779,Product-A5,Software,4,positive,2024-02-29,38,Yes,46
R-009780,Product-D8,Sports,4,positive,2024-09-16,7,Yes,226
R-009781,Product-A1,Software,3,neutral,2024-04-24,36,Yes,67
R-009782,Product-D7,Sports,3,neutral,2022-09-09,16,No,251
R-009783,Product-C6,Electronics,5,positive,2024-01-27,24,Yes,341
R-009784,Product-C9,Software,4,positive,2022-04-13,50,Yes,236
R-009785,Product-A5,Electronics,5,positive,2024-03-07,6,No,59
R-009786,Product-C5,Books,5,positive,2022-03-12,36,Yes,309
R-009787,Product-C10,Electronics,3,neutral,2023-04-18,36,Yes,41
R-009788,Product-C6,Electronics,5,positive,2022-01-08,46,Yes,396
R-009789,Product-A10,Home,4,positive,2024-04-14,9,Yes,228
R-009790,Product-E8,Software,4,positive,2023-01-22,10,Yes,416
R-009791,Product-E8,Sports,5,positive,2024-03-16,2,Yes,96
R-009792,Product-C3,Home,1,negative,2023-10-16,48,Yes,425
R-009793,Product-A5,Electronics,3,neutral,2023-08-15,5,Yes,449
R-009794,Product-D3,Books,5,positive,2024-01-04,12,Yes,141
R-009795,Product-C8,Home,5,positive,2023-02-14,45,Yes,449
R-009796,Product-D2,Electronics,2,negative,2023-12-06,6,Yes,443
R-009797,Product-D3,Software,4,positive,2024-01-12,37,Yes,60
R-009798,Product-B5,Home,2,negative,2024-02-18,23,No,449
R-009799,Product-D6,Home,3,neutral,2024-11-09,32,Yes,157
R-009800,Product-A10,Electronics,5,positive,2022-07-19,26,Yes,21
R-009801,Product-C3,Sports,4,positive,2022-03-28,21,Yes,366
R-009802,Product-E10,Software,2,negative,2024-02-26,23,Yes,114
R-009803,Product-C10,Software,5,positive,2022-08-25,24,Yes,325
R-009804,Product-E2,Sports,5,positive,2023-08-25,21,Yes,264
R-009805,Product-A10,Sports,4,positive,2022-06-09,37,Yes,470
R-009806,Product-A4,Home,5,positive,2024-05-18,2,Yes,320
R-009807,Product-E3,Home,4,positive,2024-08-23,6,No,158
R-009808,Product-C9,Electronics,5,positive,2022-03-18,9,No,339
R-009809,Product-B6,Books,5,positive,2023-08-05,29,Yes,46
R-009810,Product-C9,Home,1,negative,2022-12-22,23,Yes,335
R-009811,Product-C2,Home,4,positive,2023-06-28,16,Yes,146
R-009812,Product-E3,Electronics,3,neutral,2024-04-30,6,Yes,202
R-009813,Product-B9,Software,3,neutral,2023-04-18,19,Yes,270
R-009814,Product-A7,Electronics,5,positive,2023-07-01,35,No,42
R-009815,Product-B10,Home,3,neutral,2023-10-21,17,No,175
R-009816,Product-A9,Books,3,neutral,2024-06-02,38,No,56
R-009817,Product-D2,Sports,4,positive,2022-05-23,22,No,170
R-009818,Product-D8,Software,4,positive,2022-04-30,27,Yes,355
R-009819,Product-E3,Software,4,positive,2024-07-29,2,No,222
R-009820,Product-D2,Books,5,positive,2022-10-28,42,No,197
R-009821,Product-C8,Books,4,positive,2023-01-09,35,Yes,479
R-009822,Product-D7,Sports,3,neutral,2022-01-13,48,Yes,184
R-009823,Product-A10,Sports,3,neutral,2022-02-03,3,Yes,365
R-009824,Product-B7,Sports,4,positive,2023-11-26,15,Yes,181
R-009825,Product-A2,Books,5,positive,2022-09-26,33,Yes,26
R-009826,Product-B3,Electronics,5,positive,2024-11-26,12,Yes,111
R-009827,Product-C6,Software,5,positive,2024-03-22,12,Yes,263
R-009828,Product-A7,Sports,5,positive,2022-01-31,28,Yes,226
R-009829,Product-C4,Software,1,negative,2024-11-13,2,Yes,229
R-009830,Product-C1,Electronics,3,neutral,2022-05-31,47,Yes,482
R-009831,Product-D5,Home,4,positive,2022-06-12,9,Yes,272
R-009832,Product-A4,Sports,5,positive,2023-01-09,23,Yes,377
R-009833,Product-B7,Electronics,4,positive,2023-08-18,45,Yes,384
R-009834,Product-B4,Books,2,negative,2023-07-24,7,Yes,353
R-009835,Product-A5,Sports,2,negative,2024-02-16,24,Yes,236
R-009836,Product-E2,Electronics,4,positive,2023-07-18,31,Yes,348
R-009837,Product-C4,Software,5,positive,2023-02-07,7,Yes,167
R-009838,Product-D9,Books,3,neutral,2023-05-18,26,Yes,228
R-009839,Product-A10,Books,4,positive,2023-05-12,46,Yes,259
R-009840,Product-A4,Software,2,negative,2023-03-10,47,Yes,83
R-009841,Product-B7,Sports,5,positive,2024-03-17,48,Yes,169
R-009842,Product-B3,Software,4,positive,2024-08-20,32,No,441
R-009843,Product-A1,Software,4,positive,2022-03-31,7,Yes,493
R-009844,Product-D10,Sports,5,positive,2023-11-27,46,No,245
R-009845,Product-D6,Software,5,positive,2023-11-06,15,Yes,316
R-009846,Product-C2,Home,4,positive,2024-03-05,41,Yes,21
R-009847,Product-E9,Sports,2,negative,2023-12-18,46,Yes,209
R-009848,Product-C8,Electronics,3,neutral,2022-07-22,10,Yes,161
R-009849,Product-B2,Software,5,positive,2022-01-30,27,Yes,459
R-009850,Product-C1,Home,5,positive,2023-02-14,46,Yes,327
R-009851,Product-D7,Home,4,positive,2022-04-15,0,No,147
R-009852,Product-B5,Software,3,neutral,2022-06-07,15,Yes,28
R-009853,Product-D1,Sports,4,positive,2024-11-21,46,Yes,232
R-009854,Product-C7,Software,4,positive,2023-12-04,48,No,338
R-009855,Product-D5,Electronics,4,positive,2024-10-21,20,Yes,301
R-009856,Product-C8,Home,4,positive,2022-11-30,4,Yes,293
R-009857,Product-C4,Software,3,neutral,2024-02-08,27,Yes,358
R-009858,Product-B9,Books,4,positive,2023-03-13,10,Yes,288
R-009859,Product-C3,Electronics,5,positive,2022-06-06,7,Yes,272
R-009860,Product-E8,Books,5,positive,2022-08-29,38,No,220
R-009861,Product-A2,Software,3,neutral,2024-01-06,25,Yes,117
R-009862,Product-B5,Home,5,positive,2023-04-07,28,Yes,174
R-009863,Product-D3,Home,5,positive,2023-04-05,19,Yes,126
R-009864,Product-D9,Books,3,neutral,2022-06-15,47,No,126
R-009865,Product-D4,Software,4,positive,2024-11-07,36,Yes,93
R-009866,Product-C7,Electronics,5,positive,2024-07-21,35,Yes,65
R-009867,Product-B5,Electronics,5,positive,2024-03-11,8,Yes,499
R-009868,Product-D5,Books,4,positive,2023-09-13,37,Yes,400
R-009869,Product-B7,Sports,4,positive,2022-10-30,30,Yes,410
R-009870,Product-D10,Software,4,positive,2022-07-06,26,No,384
R-009871,Product-A1,Sports,5,positive,2023-04-16,0,Yes,54
R-009872,Product-B2,Home,3,neutral,2022-08-19,19,No,282
R-009873,Product-A2,Home,5,positive,2024-08-18,39,Yes,405
R-009874,Product-C1,Books,4,positive,2023-05-30,47,Yes,330
R-009875,Product-C9,Books,5,positive,2024-05-04,31,Yes,462
R-009876,Product-D9,Electronics,5,positive,2023-04-02,6,Yes,94
R-009877,Product-E1,Books,4,positive,2022-04-18,43,Yes,331
R-009878,Product-D2,Sports,5,positive,2024-06-22,28,No,477
R-009879,Product-A2,Sports,5,positive,2023-08-22,3,Yes,453
R-009880,Product-D7,Sports,4,positive,2023-12-06,25,Yes,495
R-009881,Product-B7,Home,4,positive,2022-12-04,36,Yes,277
R-009882,Product-E2,Software,5,positive,2022-09-07,22,Yes,20
R-009883,Product-B4,Sports,3,neutral,2023-05-26,31,Yes,414
R-009884,Product-B1,Electronics,5,positive,2024-11-23,26,Yes,157
R-009885,Product-D4,Home,5,positive,2024-06-12,26,Yes,414
R-009886,Product-D6,Home,4,positive,2023-03-08,28,Yes,429
R-009887,Product-B8,Software,5,positive,2023-12-13,45,Yes,280
R-009888,Product-E2,Software,3,neutral,2023-05-07,18,Yes,132
R-009889,Product-A10,Home,3,neutral,2023-12-24,20,Yes,269
R-009890,Product-A3,Software,5,positive,2024-07-05,31,No,124
R-009891,Product-C5,Home,5,positive,2023-03-25,40,Yes,250
R-009892,Product-C5,Sports,3,neutral,2024-10-03,15,Yes,229
R-009893,Product-A2,Electronics,5,positive,2023-08-31,27,Yes,94
R-009894,Product-B1,Books,5,positive,2023-01-27,25,Yes,36
R-009895,Product-E7,Electronics,5,positive,2024-11-19,4,Yes,500
R-009896,Product-A6,Home,4,positive,2022-08-25,25,No,480
R-009897,Product-A4,Electronics,4,positive,2024-05-10,49,Yes,464
R-009898,Product-A10,Home,5,positive,2023-03-23,34,Yes,380
R-009899,Product-A5,Books,2,negative,2024-02-22,6,Yes,304
R-009900,Product-A3,Sports,5,positive,2022-11-09,4,Yes,124
R-009901,Product-A3,Electronics,5,positive,2022-09-18,47,Yes,155
R-009902,Product-B9,Electronics,5,positive,2023-11-24,42,Yes,363
R-009903,Product-C1,Electronics,2,negative,2024-05-20,38,Yes,309
R-009904,Product-D9,Home,3,neutral,2022-02-18,43,Yes,259
R-009905,Product-C3,Software,5,positive,2022-04-07,28,Yes,435
R-009906,Product-B10,Sports,5,positive,2024-08-19,19,Yes,185
R-009907,Product-C6,Software,2,negative,2024-03-25,30,Yes,375
R-009908,Product-D9,Home,2,negative,2022-04-03,41,Yes,98
R-009909,Product-B10,Home,3,neutral,2024-09-11,18,Yes,106
R-009910,Product-C6,Books,5,positive,2023-09-22,19,Yes,350
R-009911,Product-D3,Home,3,neutral,2023-02-19,3,Yes,243
R-009912,Product-A8,Home,3,neutral,2022-04-03,42,Yes,269
R-009913,Product-E3,Books,5,positive,2022-04-05,27,Yes,401
R-009914,Product-E10,Home,3,neutral,2023-07-12,45,Yes,50
R-009915,Product-C9,Home,4,positive,2023-08-09,25,Yes,436
R-009916,Product-C6,Books,2,negative,2023-07-26,24,Yes,304
R-009917,Product-E2,Sports,3,neutral,2024-03-25,17,Yes,107
R-009918,Product-D7,Home,3,neutral,2024-10-23,3,Yes,287
R-009919,Product-B2,Sports,5,positive,2022-12-17,11,Yes,437
R-009920,Product-C5,Home,4,positive,2022-07-26,23,Yes,348
R-009921,Product-E10,Software,1,negative,2023-09-12,42,Yes,221
R-009922,Product-A5,Sports,3,neutral,2024-03-08,2,No,213
R-009923,Product-E4,Books,1,negative,2024-02-27,48,Yes,30
R-009924,Product-C7,Software,5,positive,2022-01-03,6,No,195
R-009925,Product-A5,Sports,5,positive,2024-07-22,28,No,468
R-009926,Product-B5,Sports,4,positive,2024-10-19,17,Yes,109
R-009927,Product-B10,Books,5,positive,2024-06-29,28,Yes,86
R-009928,Product-A1,Home,5,positive,2023-07-31,2,No,233
R-009929,Product-E7,Electronics,4,positive,2024-10-02,17,Yes,153
R-009930,Product-A10,Home,2,negative,2023-11-06,8,Yes,337
R-009931,Product-D9,Home,5,positive,2022-08-15,11,Yes,114
R-009932,Product-B5,Sports,3,neutral,2022-06-12,49,Yes,225
R-009933,Product-B1,Home,4,positive,2022-03-24,9,No,338
R-009934,Product-B7,Books,4,positive,2023-02-21,2,Yes,433
R-009935,Product-E8,Books,3,neutral,2024-06-26,19,Yes,281
R-009936,Product-C5,Home,4,positive,2022-06-12,43,Yes,430
R-009937,Product-C7,Sports,4,positive,2024-09-27,31,Yes,237
R-009938,Product-D10,Sports,2,negative,2022-01-11,48,Yes,388
R-009939,Product-C9,Electronics,3,neutral,2024-12-16,2,Yes,280
R-009940,Product-C3,Home,5,positive,2024-08-01,48,Yes,104
R-009941,Product-B6,Books,5,positive,2023-05-08,49,Yes,30
R-009942,Product-C3,Electronics,5,positive,2023-10-02,37,Yes,249
R-009943,Product-B7,Books,4,positive,2023-07-20,19,Yes,259
R-009944,Product-E1,Home,5,positive,2022-09-15,14,Yes,228
R-009945,Product-D6,Home,5,positive,2024-07-26,45,No,130
R-009946,Product-E5,Software,4,positive,2023-01-11,7,Yes,151
R-009947,Product-B4,Books,5,positive,2022-07-14,8,Yes,169
R-009948,Product-D2,Books,2,negative,2022-12-24,0,Yes,296
R-009949,Product-D10,Electronics,1,negative,2022-01-28,34,Yes,197
R-009950,Product-E6,Sports,5,positive,2022-05-30,27,Yes,265
R-009951,Product-B7,Electronics,5,positive,2024-11-14,10,No,149
R-009952,Product-B3,Books,5,positive,2022-11-05,44,No,183
R-009953,Product-A1,Books,4,positive,2022-02-23,17,No,284
R-009954,Product-A2,Software,4,positive,2022-04-02,50,Yes,216
R-009955,Product-D7,Electronics,3,neutral,2024-06-27,13,Yes,470
R-009956,Product-E1,Software,5,positive,2022-03-10,31,Yes,228
R-009957,Product-B3,Home,3,neutral,2023-01-21,24,Yes,372
R-009958,Product-A6,Software,3,neutral,2024-11-04,43,No,184
R-009959,Product-E3,Home,5,positive,2022-06-09,35,Yes,100
R-009960,Product-E4,Home,5,positive,2022-10-22,32,Yes,410
R-009961,Product-E8,Books,5,positive,2023-02-24,34,Yes,288
